,target_2019
856,0.11184518460841247
857,0.11129251991542638
858,0.11144236839552638
859,0.11620915495634072
860,0.11129251991542638
861,0.11129251991542638
862,0.11129251991542638
863,0.11145304849046826
864,0.11133605398064576
865,0.11133605398064576
866,0.1116333049845347
867,0.3238366285320769
868,0.3105061079231082
869,0.21479631959474754
870,0.12287291513598166
871,0.39086432230402013
872,0.22175724052853601
873,0.22618974043430815
874,0.2903193002956025
875,0.22685088418979452
876,0.28787185801818216
877,0.22587917958491655
878,0.22587917958491655
879,0.22595095378980545
880,0.2252524228346152
881,0.2263012015620474
882,0.22087586756148492
883,0.22087586756148492
884,0.22087586756148492
885,0.22129223790040228
886,0.22175736716693598
887,0.22175724052853601
888,0.22154903229168557
889,0.22087586756148492
890,0.22087586756148492
891,0.22087586756148492
892,0.2206068122008738
893,0.2206068122008738
894,0.21183660842246413
895,0.2049739951745203
896,0.2049739951745203
897,0.20497592052372865
898,0.205448832909187
899,0.20584451214510724
900,0.20584643749431555
901,0.20619285131228096
902,0.1503009739045795
903,0.1503009739045795
904,0.1503009739045795
905,0.1503009739045795
906,0.17971506508957652
907,0.13402811214430863
908,0.13402811214430863
909,0.1266348983461156
910,0.13402811214430863
911,0.13402811214430863
912,0.13402811214430863
913,0.1266348983461156
914,0.12663708157139897
915,0.1266348983461156
916,0.13402811214430863
917,0.12663708157139897
918,0.1266348983461156
919,0.1266348983461156
920,0.1266393812015323
921,0.1266348983461156
922,0.13402811214430863
923,0.12663672254187752
924,0.12663672254187752
925,0.1266348983461156
926,0.1266348983461156
927,0.13402811214430863
928,0.13402811214430863
929,0.13402811214430863
930,0.13402811214430863
931,0.12661724809386152
932,0.11510250885990629
933,0.11068158291221573
934,0.11067717322784072
935,0.11069831923556109
936,0.1106692305836663
937,0.11133944202759283
938,0.11146338383139844
939,0.1113138733240618
940,0.11144236839552638
941,0.11149004589528057
942,0.1114461095723371
943,0.1114461095723371
944,0.1113551439233639
945,0.11146141764318254
946,0.11133605398064576
947,0.11129251991542638
948,0.11635900343644072
949,0.11138645592733264
950,0.1113551439233639
951,0.11129251991542638
952,0.11144236839552638
953,0.11146141764318254
954,0.11133605398064576
955,0.1116333049845347
956,0.12423406502614726
957,0.12431834586667113
958,0.12292432256527767
959,0.12295859787467511
960,0.12287291513598166
961,0.12285995563475387
962,0.12285995563475387
963,0.12285995563475387
964,0.12294124696484474
965,0.3747716208369422
966,0.296635990620193
967,0.2281225852794537
968,0.2252524228346152
969,0.22587444265875462
970,0.2295543537569605
971,0.22724494783472976
972,0.2257883034457139
973,0.2250266926080741
974,0.221757113890136
975,0.22087586756148492
976,0.2206068122008738
977,0.2206068122008738
978,0.22069440416084438
979,0.22072163215469445
980,0.22069440416084438
981,0.2119242003824347
982,0.2049739951745203
983,0.205792096944485
984,0.2052451409013906
985,0.20584451214510724
986,0.20584451214510724
987,0.20584451214510724
988,0.20619285131228096
989,0.206258966194932
990,0.1503009739045795
991,0.1503009739045795
992,0.1503009739045795
993,0.1503009739045795
994,0.15030612118819153
995,0.12671479605163222
996,0.13704842138228243
997,0.13704842138228243
998,0.13423427600454385
999,0.13423427600454385
1000,0.12671479605163222
1001,0.12959649437340115
1002,0.1267206240565989
1003,0.12671614120118224
1004,0.12959649437340115
1005,0.12959613534387973
1006,0.12671614120118224
1007,0.12671614120118224
1008,0.13704976653183243
1009,0.12959613534387973
1010,0.12671479605163222
1011,0.12671479605163222
1012,0.12959613534387973
1013,0.1295943111481178
1014,0.12671479605163222
1015,0.13704842138228243
1016,0.13704842138228243
1017,0.1301702461381606
1018,0.13423427600454385
1019,0.12802057002731662
1020,0.1127092633664632
1021,0.11337280452117222
1022,0.11341960772362232
1023,0.11270363875194948
1024,0.11348051774062023
1025,0.11350187114925565
1026,0.11411673552813696
1027,0.11339181555756435
1028,0.11269866755323864
1029,0.11413891618472095
1030,0.11409538211950154
1031,0.11336122907798732
1032,0.11425194213934532
1033,0.11412991866658838
1034,0.11848055635836686
1035,0.11337046214892893
1036,0.11337046214892893
1037,0.1134457681803952
1038,0.11366771315281786
1039,0.11337046214892893
1040,0.11413891618472095
1041,0.11424157721819315
1042,0.1141338280276266
1043,0.1134313595172206
1044,0.11756121005556913
1045,0.12423809753687622
1046,0.1244693638955744
1047,0.12440445315210333
1048,0.12426647224696669
1049,0.12371830223370725
1050,0.1228517782164828
1051,0.12287291513598166
1052,0.12295859787467511
1053,0.30969505651375784
1054,0.245359553841509
1055,0.22709703970735703
1056,0.22525250198361518
1057,0.22544469781886675
1058,0.22545534922999674
1059,0.2275735829611395
1060,0.22672534842137532
1061,0.22175724052853601
1062,0.22087586756148492
1063,0.22087586756148492
1064,0.22087586756148492
1065,0.2206068122008738
1066,0.2206068122008738
1067,0.22069440416084438
1068,0.22069440416084438
1069,0.20723807145727818
1070,0.18275978756488856
1071,0.18275978756488856
1072,0.18282079594271364
1073,0.18312508628220805
1074,0.1835207655181283
1075,0.1835294760208366
1076,0.18354135623028303
1077,0.18400749993846793
1078,0.11122163223938272
1079,0.11102528497571972
1080,0.11111314800182974
1081,0.11121680208571606
1082,0.10382142602394677
1083,0.10263652385611012
1084,0.10234961625004589
1085,0.10263652385611012
1086,0.10359846204704762
1087,0.09385886019312686
1088,0.09380958864760304
1089,0.09565192207410013
1090,0.09428180242594932
1091,0.09378598728302238
1092,0.09378380207198071
1093,0.09397884306551557
1094,0.09564979384571125
1095,0.09379142108821273
1096,0.09378380207198071
1097,0.09380958864760304
1098,0.09378762434099656
1099,0.09378762434099656
1100,0.09378762434099656
1101,0.09493914866009896
1102,0.10324832763344985
1103,0.10384136235953705
1104,0.10502850757686984
1105,0.10502850757686984
1106,0.10367371541696205
1107,0.1319449713118187
1108,0.10302343264936673
1109,0.1039451695422374
1110,0.10374281931089593
1111,0.10319270549407171
1112,0.10300311217453452
1113,0.10359747724684255
1114,0.10429803116484383
1115,0.10607546469903467
1116,0.24031185481141507
1117,0.10745547941186172
1118,0.1036668451786002
1119,0.10326822006563165
1120,0.10406307340959603
1121,0.10621196895442614
1122,0.10729075829317218
1123,0.10676082938820479
1124,0.10492162150091101
1125,0.10663735942993956
1126,0.2485580275869735
1127,0.16935650356802878
1128,0.10440327156916586
1129,0.10717891113320457
1130,0.10421681749187345
1131,0.10898788367067908
1132,0.10343453773907395
1133,0.1026432533320828
1134,0.09973720518538552
1135,0.10001783818610042
1136,0.10390968424199819
1137,0.10151507078919711
1138,0.10146461581602387
1139,0.10024636460623829
1140,0.10138040925683135
1141,0.0982862176160739
1142,0.22538674034081224
1143,0.1814243785541749
1144,0.16740684222183577
1145,0.16727121321343513
1146,0.16727121321343513
1147,0.16731753182065248
1148,0.16866145857165848
1149,0.16462093997127905
1150,0.16313516808111628
1151,0.16255901990717764
1152,0.16255849241980383
1153,0.16255849241980383
1154,0.16255849241980383
1155,0.16255849241980383
1156,0.16255849241980383
1157,0.16218123737160633
1158,0.18203039443065613
1159,0.18211889511426657
1160,0.1821591929406083
1161,0.18279175213370072
1162,0.18284416733432296
1163,0.18298753133813545
1164,0.1832122154426512
1165,0.18341514232928569
1166,0.1838274250885881
1167,0.1838274250885881
1168,0.11099973309669593
1169,0.11098234362809668
1170,0.11098234362809668
1171,0.11121680208571606
1172,0.10389467703455231
1173,0.10353247895334106
1174,0.10365593102229066
1175,0.10335681625938735
1176,0.09630675153829601
1177,0.09378762434099656
1178,0.09378380207198071
1179,0.09442933422374145
1180,0.10231216477722985
1181,0.1023077794433429
1182,0.09377385326601528
1183,0.09428180242594932
1184,0.09380958864760304
1185,0.093943559617441
1186,0.09378762434099656
1187,0.09378762434099656
1188,0.09385886019312686
1189,0.09387197094766389
1190,0.09630565429839091
1191,0.10343042941366612
1192,0.1045662696495029
1193,0.09710846903941842
1194,0.10434702096270715
1195,0.10429536166800192
1196,0.10324832763344985
1197,0.11508687076226383
1198,0.10292349611289785
1199,0.1031983719418721
1200,0.10437806243386441
1201,0.103246786869371
1202,0.10388970868680694
1203,0.1037968175525067
1204,0.10379254019586412
1205,0.10421681749187345
1206,0.10862350321974933
1207,0.10418555364080401
1208,0.1036564496196627
1209,0.10382476110001654
1210,0.10445543508274523
1211,0.10378687338360489
1212,0.10421681749187345
1213,0.10745547941186172
1214,0.10844420148723695
1215,0.10582616947204133
1216,0.16217492108264273
1217,0.22548332484764544
1218,0.1078071584125227
1219,0.10721017498427403
1220,0.1059837809307612
1221,0.10794658262197498
1222,0.10769318558550692
1223,0.10498299553388896
1224,0.1056375946715171
1225,0.10390968424199819
1226,0.10517494379710164
1227,0.10357142229205829
1228,0.10316374337496623
1229,0.29101516114826326
1230,0.099393931637202
1231,0.099393931637202
1232,0.30295727043309134
1233,0.2525583975750994
1234,0.18755461003447718
1235,0.1684623151354843
1236,0.16713546357657363
1237,0.16755539383191187
1238,0.16454325716099152
1239,0.16574302057590823
1240,0.16281999990475648
1241,0.16255849241980383
1242,0.16255849241980383
1243,0.16255849241980383
1244,0.16255849241980383
1245,0.16255901990717764
1246,0.16255849241980383
1247,0.16218123737160633
1248,0.18203039443065613
1249,0.18211889511426657
